,doi,pmid,text,link,label1
1002,10.1186/s12881-015-0240-8,26542245,"Go to:AbstractBackgroundIn humans, Mammalian Target of Rapamycin (MTOR) encodes a 300 kDa serine/ threonine protein kinase that is ubiquitously expressed, particularly at high levels in brain. MTOR functions as an integrator of multiple cellular processes, and in so doing either directly or indirectly regulates the phosphorylation of at least 800 proteins. While somatic MTOR mutations have been recognized in tumors for many years, and more recently in hemimegalencephaly, germline MTOR mutations have rarely been described.Case presentationWe report the successful application of family-trio Diagnostic Exome Sequencing (DES) to identify the underlying molecular etiology in two brothers with multiple neurological and developmental lesions, and for whom previous testing was non-diagnostic. The affected brothers, who were 6 and 23 years of age at the time of DES, presented symptoms including but not limited to mild Autism Spectrum Disorder (ASD), megalencephaly, gross motor skill delay, cryptorchidism and bilateral iris coloboma. Importantly, we determined that each affected brother harbored the MTOR missense alteration p.E1799K (c.5395G>A). This exact variant has been previously identified in multiple independent human somatic cancer samples and has been shown to result in increased MTOR activation. Further, recent independent reports describe two unrelated families in whom p.E1799K co-segregated with megalencephaly and intellectual disability (ID); in both cases, p.E1799K was shown to have originated due to germline mosaicism. In the case of the family reported herein, the absence of p.E1799K in genomic DNA extracted from the blood of either parent suggests that this alteration most likely arose due to gonadal mosaicism. Further, the p.E1799K variant exerts its effect by a gain-of-function (GOF), autosomal dominant mechanism.ConclusionHerein, we describe the use of DES to uncover an activating MTOR missense alteration of gonadal mosaic origin that is likely to be the causative mutation in two brothers who present multiple neurological and developmental abnormalities. Our report brings the total number of families who harbor MTOR p.E1799K in association with megalencephaly and ID to three. In each case, evidence suggests that p.E1799K arose in the affected individuals due to gonadal mosaicism. Thus, MTOR p.E1799K can now be classified as a pathogenic GOF mutation that causes megalencephaly and cognitive impairment in humans.Electronic supplementary materialThe online version of this article (doi:10.1186/s12881-015-0240-8) contains supplementary material, which is available to authorized users.Keywords: Diagnostic exome sequencing, Family-trio, MTOR, Autism, ASD, Macrocephaly, Megalencephaly, Gonadal mosaicism, Gain-of-function, Missense alteration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4635597/,abstract
1003,10.3389/fnins.2018.00154,29615849,"Go to:AbstractWe studied group-I metabotropic glutamate (mGlu) receptors in Pahenu2 (ENU2) mice, which mimic the genetics and neurobiology of human phenylketonuria (PKU), a metabolic disorder characterized, if untreated, by autism, and intellectual disability (ID). Male ENU2 mice showed increased mGlu5 receptor protein levels in the hippocampus and corpus striatum (but not in the prefrontal cortex) whereas the transcript of the mGlu5 receptor was unchanged. No changes in mGlu1 receptor mRNA and protein levels were found in any of the three brain regions of ENU2 mice. We extended the analysis to Homer proteins, which act as scaffolds by linking mGlu1 and mGlu5 receptors to effector proteins. Expression of the long isoforms of Homer was significantly reduced in the hippocampus of ENU2 mice, whereas levels of the short Homer isoform (Homer 1a) were unchanged. mGlu5 receptors were less associated to immunoprecipitated Homer in the hippocampus of ENU2 mice. The lack of mGlu5 receptor-mediated long-term depression (LTD) in wild-type mice (of BTBR strain) precluded the analysis of hippocampal synaptic plasticity in ENU2 mice. We therefore performed a behavioral analysis to examine whether pharmacological blockade of mGlu5 receptors could correct behavioral abnormalities in ENU2 mice. Using the same apparatus we sequentially assessed locomotor activity, object exploration, and spatial object recognition (spatial novelty test) after displacing some of the objects from their original position in the arena. Systemic treatment with the mGlu5 receptor antagonist, MPEP (20 mg/kg, i.p.), had a striking effect in the spatial novelty test by substantially increasing the time spent in exploring the displaced objects in ENU2 mice (but not in wild-type mice). These suggest a role for mGlu5 receptors in the pathophysiology of ID in PKU and suggest that, also in adult untreated animals, cognitive dysfunction may be improved by targeting these receptors with an appropriate therapy.Keywords: phenylketonuria, mGluR5, hippocampus, intellectual disability, ENU2 mice",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864888/,abstract
1004,10.1038/tp.2014.136,25629685,"Go to:AbstractSynaptosomal-associated protein of 25 kDa (SNAP-25) is involved in different neuropsychiatric disorders, including schizophrenia and attention-deficit/hyperactivity disorder. Consistently, SNAP-25 polymorphisms in humans are associated with hyperactivity and/or with low cognitive scores. We analysed five SNAP-25 gene polymorphisms (rs363050, rs363039, rs363043, rs3746544 and rs1051312) in 46 autistic children trying to correlate them with Childhood Autism Rating Scale and electroencephalogram (EEG) abnormalities. The functional effects of rs363050 single-nucleotide polymorphism (SNP) on the gene transcriptional activity, by means of the luciferase reporter gene, were evaluated. To investigate the functional consequences that SNAP-25 reduction may have in children, the behaviour and EEG of SNAP-25+/− adolescent mice (SNAP-25+/+) were studied. Significant association of SNAP-25 polymorphism with decreasing cognitive scores was observed. Analysis of transcriptional activity revealed that SNP rs363050 encompasses a regulatory element, leading to protein expression decrease. Reduction of SNAP-25 levels in adolescent mice was associated with hyperactivity, cognitive and social impairment and an abnormal EEG, characterized by the occurrence of frequent spikes. Both EEG abnormalities and behavioural deficits were rescued by repeated exposure for 21 days to sodium salt valproate (VLP). A partial recovery of SNAP-25 expression content in SNAP-25+/− hippocampi was also observed by means of western blotting. A reduced expression of SNAP-25 is responsible for the cognitive deficits in children affected by autism spectrum disorders, as presumably occurring in the presence of rs363050(G) allele, and for behavioural and EEG alterations in adolescent mice. VLP treatment could result in novel therapeutic strategies.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4312830/,abstract
1005,10.17179/excli2015-639,27330526,"Go to:AbstractOsteoarthritis (OA) is one of the most common musculoskeletal disorders all over the world. Available anti-arthritic medications have only partial efficacy and their long-term use is associated with adverse events. Elaeagnus Angustifolia (EA) is a medicinal plant with analgesic and anti-inflammatory properties. The present study evaluated the impact of two doses of EA extract compared with ibuprofen on the severity of disease in patients with knee OA. This study was designed as a randomized, double blind, active-controlled and parallel group trial. Patients with OA were randomized to receive 300 mg/day (n=33) or 600 mg/day (n=32) of EA aqueous extract, or 800 mg/day ibuprofen (n=32) for 7 weeks. EA extract contained 0.21 % (w/w) kaempferol according to HPLC. Efficacy of treatment was assessed using Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC), Visual Analogue Scale (VAS) of pain, Lequesne's Pain-Function Index (LPFI), and patient's global assessment (PGA) index. The amount of kaempferol in the extract was determined by HPLC method to be 0.21 % w/w. There were significant reductions in WOMAC, VAS, LPFI and PGA scores by the end of trial with all three interventions. Comparison of the changes in WOMAC, VAS and LPFI scores among the treatment groups did not reveal any significant difference between EA and ibuprofen, and between low and high doses of EA. EA was safe and well tolerated during the course of trial and no adverse event was reported. The present results suggest beneficial effects of aqueous EA extract in reducing the symptoms of OA with an efficacy comparable to that of ibuprofen.Keywords: osteoarthritis, Elaeagnus angustifolia, pain, NSAID, clinical trial",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4908661/,abstract
1007,10.3348/kjr.2015.16.2.419,25741204,"Go to:AbstractThyroid imaging is indicated to evaluate congenital hypothyroidism during newborn screening or in cases of a palpable thyroid mass in children and adolescents. This pictorial essay reviews the ultrasonography (US) of thyroid diseases in children and adolescents, including normal thyroid gland development, imaging features of congenital thyroid disorders (dysgenesis, [aplasia, ectopy, hypoplasia], dyshormonogenesis, transient hypothyroidism, thyroglossal duct cyst), diffuse thyroid disease (Grave's disease, Hashimoto's thyroiditis, and suppurative thyroiditis), and thyroid nodules. The primary imaging modalities for evaluating thyroid diseases are US and radionuclide scintigraphy. Additionally, US can be used to guide aspiration of detected nodules.Keywords: Thyroid disease, Ultrasonography, Children, Congenital hypothyroidism, Nodule, Diffuse thyroid disease",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4347278/,abstract
1008,10.1371/journal.pgen.1006022,27166630,"Go to:AbstractHere we report a stop-mutation in the BOD1 (Biorientation Defective 1) gene, which co-segregates with intellectual disability in a large consanguineous family, where individuals that are homozygous for the mutation have no detectable BOD1 mRNA or protein. The BOD1 protein is required for proper chromosome segregation, regulating phosphorylation of PLK1 substrates by modulating Protein Phosphatase 2A (PP2A) activity during mitosis. We report that fibroblast cell lines derived from homozygous BOD1 mutation carriers show aberrant localisation of the cell cycle kinase PLK1 and its phosphatase PP2A at mitotic kinetochores. However, in contrast to the mitotic arrest observed in BOD1-siRNA treated HeLa cells, patient-derived cells progressed through mitosis with no apparent segregation defects but at an accelerated rate compared to controls. The relatively normal cell cycle progression observed in cultured cells is in line with the absence of gross structural brain abnormalities in the affected individuals. Moreover, we found that in normal adult brain tissues BOD1 expression is maintained at considerable levels, in contrast to PLK1 expression, and provide evidence for synaptic localization of Bod1 in murine neurons. These observations suggest that BOD1 plays a cell cycle-independent role in the nervous system. To address this possibility, we established two Drosophila models, where neuron-specific knockdown of BOD1 caused pronounced learning deficits and significant abnormalities in synapse morphology. Together our results reveal novel postmitotic functions of BOD1 as well as pathogenic mechanisms that strongly support a causative role of BOD1 deficiency in the aetiology of intellectual disability. Moreover, by demonstrating its requirement for cognitive function in humans and Drosophila we provide evidence for a conserved role of BOD1 in the development and maintenance of cognitive features.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4864283/,abstract
1009,10.1016/j.ymgme.2017.10.009,29331172,"Go to:AbstractCentral nervous system (CNS) deficiencies of the monoamine neurotransmitters dopamine and serotonin have been implicated in the pathophysiology of neuropsychiatric dysfunction in human phenylketonuria (PKU). In this study, we confirmed the occurrence of brain dopamine and serotonin deficiencies in association with severe behavioral alterations and cognitive impairments in hyperphenylalaninemic C57BL/6-Pahenu2/enu2 mice, a model of human PKU. Phenylalanine-reducing treatments, including either dietary phenylalanine restriction or liver-directed gene therapy, initiated during adulthood were associated with increased brain monoamine content along with improvements in nesting behavior but without a change in the severe cognitive deficits exhibited by these mice. At euthanasia, there was in Pahenu2/enu2 brain a significant reduction in the protein abundance and maximally stimulated activities of tyrosine hydroxylase (TH) and tryptophan hydroxylase 2 (TPH2), the rate limiting enzymes catalyzing neuronal dopamine and serotonin synthesis respectively, in comparison to levels seen in wild type brain. Phenylalanine-reducing treatments initiated during adulthood did not affect brain TH or TPH2 content or maximal activity. Despite this apparent fixed deficit in striatal TH and TPH2 activities, initiation of phenylalanine-reducing treatments yielded substantial correction of brain monoamine neurotransmitter content, suggesting that phenylalanine-mediated competitive inhibition of already constitutively reduced TH and TPH2 activities is the primary cause of brain monoamine deficiency in Pahenu2 mouse brain. We propose that CNS monoamine deficiency may be the cause of the partially reversible adverse behavioral effects associated with chronic HPA in Pahenu2 mice, but that phenylalanine-reducing treatments initiated during adulthood are unable to correct the neuropathology and attendant cognitive deficits that develop during juvenile life in late-treated Pahenu2/enu2 mice.Keywords: Phenylketonuria, phenylalanine hydroxylase, tyrosine, tryptophan, dopamine, serotonin, tyrosine hydroxylase, tryptophan hydroxylase, cognition, behavior",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5786171/,abstract
1010,10.1186/s13023-014-0177-6,25425461,"Go to:AbstractBackgroundInborn errors of metabolism (IEM) form an important cause of movement disorders in children. The impact of metabolic diseases and concordant movement disorders upon children’s health-related quality of life (HRQOL) and its physical and psychosocial domains of functioning has never been investigated. We therefore conducted a case study on the HRQOL and development of adaptive functioning in children with an IEM and a movement disorder.MethodsChildren with co-existent IEM and movement disorders were recruited from paediatric outpatient clinics. We systematically collected clinical data and videotaped examinations. The movement disorders were diagnosed by a panel of specialists. The Pediatric Quality of Life Inventory 4.0 and the Vineland Adaptive Behavior Scale were used to assess the HRQOL and adaptive functioning, respectively.ResultsWe recruited 24 children (10 boys, mean age 7y 5 m). Six types of movement disorders were recognised by the expert panel, most frequently dystonia (16/24), myoclonus (7/24) and ataxia (6/24). Mean HRQOL (49.63, SD 21.78) was significantly lower than for other chronic disorders in childhood (e.g. malignancy, diabetes mellitus, rheumatic disease, psychiatric disorders; p <0.001) and tended to diminish with the severity of the movement disorder. The majority of participants had delayed adaptive functioning, most evident in their activities of daily living (51.92%, SD 27.34). Delay in adaptive functioning had a significant impact upon HRQOL (p = 0.018).ConclusionsA broad spectrum of movement disorders was seen in patients with IEM, although only five were receiving treatment. The overall HRQOL in this population is significantly reduced. Delay in adaptive functioning, most frequently seen in relation to activities of daily living, and the severity of the movement disorder contribute to this lower HRQOL. We plead for a greater awareness of movement disorders and that specialists should be asked to diagnose and treat these wherever possible.Electronic supplementary materialThe online version of this article (doi:10.1186/s13023-014-0177-6) contains supplementary material, which is available to authorized users.Keywords: Inborn errors of metabolism, Movement disorders, Quality of life, Adaptive functioning, Dystonia, Myoclonus, Ataxia",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4254263/,abstract
1011,10.1074/jbc.M117.796516,28765282,"Go to:AbstractThe organic anion transporters OAT1 (SLC22A6) and OAT3 (SLC22A8) have similar substrate specificity for drugs, but it is far from clear whether this holds for endogenous substrates. By analysis of more than 600 metabolites in the Oat3KO (Oat3 knockout) by LC/MS, we demonstrate OAT3 involvement in the movement of gut microbiome products, key metabolites, and signaling molecules, including those flowing through the gut–liver–kidney axis. Major pathways affected included those involved in metabolism of bile acids, flavonoids, nutrients, amino acids (including tryptophan-derivatives that are uremic toxins), and lipids. OAT3 is also critical in elimination of liver-derived phase II metabolites, particularly those undergoing glucuronidation. Analysis of physicochemical features revealed nine distinct metabolite groups; at least one member of most clusters has been previously validated in transport assays. In contrast to drugs interacting with the OATs, endogenous metabolites accumulating in the Oat1KO (Oat1 knockout) versus Oat3KO have distinct differences in their physicochemical properties; they are very different in size, number of rings, hydrophobicity, and molecular complexity. Consistent with the Remote Sensing and Signaling Hypothesis, the data support the importance of the OAT transporters in inter-organ and inter-organismal remote communication via transporter-mediated movement of key metabolites and signaling molecules (e.g. gut microbiome–to–intestine–to–blood–to–liver–to–kidney–to–urine). We discuss the possibility of an intimate connection between OATs and metabolite sensing and signaling pathways (e.g. bile acids). Furthermore, the metabolomics and pathway analysis support the view that OAT1 plays a greater role in kidney proximal tubule metabolism and OAT3 appears relatively more important in systemic metabolism, modulating levels of metabolites flowing through intestine, liver, and kidney.Keywords: drug transport, kidney, multidrug transporter, renal physiology, xenobiotic, OAT3, kidney drug transport, organic anion, solute carrier, uremic toxin",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5612110/,abstract
1012,10.1155/2016/2108909,26881241,"Go to:AbstractIn obese children, hyperinsulinaemia induces adverse metabolic consequences related to the risk of cardiovascular and other disorders. Branched-chain amino acids (BCAA) and acylcarnitines (Carn), involved in amino acid (AA) degradation, were linked to obesity-associated insulin resistance, but these associations yet have not been studied longitudinally in obese children. We studied 80 obese children before and after a one-year lifestyle intervention programme inducing substantial weight loss >0.5 BMI standard deviation scores in 40 children and no weight loss in another 40 children. At baseline and after the 1-year intervention, we assessed insulin resistance (HOMA index), fasting glucose, HbA1c, 2 h glucose in an oral glucose tolerance test, AA, and Carn. BMI adjusted metabolite levels were associated with clinical markers at baseline and after intervention, and changes with the intervention period were evaluated. Only tyrosine was significantly associated with HOMA (p < 0.05) at baseline and end and with change during the intervention (p < 0.05). In contrast, ratios depicting BCAA metabolism were negatively associated with HOMA at baseline (p < 0.05), but not in the longitudinal profiling. Stratified analysis revealed that the children with substantial weight loss drove this association. We conclude that tyrosine alterations in association with insulin resistance precede alteration in BCAA metabolism. This trial is registered with ClinicalTrials.gov Identifier {""type"":""clinical-trial"",""attrs"":{""text"":""NCT00435734"",""term_id"":""NCT00435734""}}NCT00435734.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4736430/,abstract
1013,10.1212/WNL.0000000000003454,27903815,"Go to:AbstractObjective: As previous research has suggested that exposure to vitamin D insufficiency in utero may have relevance for the risk of multiple sclerosis (MS), we aimed to examine the direct association between level of neonatal vitamin D and risk of MS.Methods: We carried out a matched case-control study. Dried blood spots samples (DBSS) belonging to 521 patients with MS were identified in the Danish Newborn Screening Biobank. For every patient with MS, 1–2 controls with the same sex and birth date were retrieved from the Biobank (n = 972). Level of 25-hydroxyvitamin D (25[OH]D) in the DBSS was measured using liquid chromatography tandem mass spectroscopy. The association between different levels of 25(OH)D and risk of MS was evaluated by odds ratios (OR) calculated in conditional logistic regression models.Results: We observed that lower levels of 25(OH)D in neonates were associated with an increased risk of MS. In the analysis by quintiles, MS risk was highest among individuals in the bottom quintile (<20.7 nmol/L) and lowest among those in the top quintile of 25(OH)D (≥48.9 nmol/L), with an OR for top vs bottom of 0.53 (95% confidence interval [CI] 0.36–0.78). In the analysis treating 25(OH)D as a continuous variable, a 25 nmol/L increase in neonatal 25(OH)D resulted in a 30% reduced risk of MS (OR 0.70, 95% CI 0.57–0.84).Conclusion: Low concentrations of neonatal vitamin D are associated with an increased risk of MS. In light of the high prevalence of vitamin D insufficiency among pregnant women, our observation may have importance for public health.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5200855/,abstract
1015,10.19082/3048,27957302,"Go to:AbstractIntroductionNewborn screening (NBS) is a public health measure aimed at identification of early cases, management of afflicted infants, and making efforts to reduce the morbidity and mortality among newborns. All countries may face challenges in implementation of screening programs. The present study aimed to determine the challenges of implementation of the National Phenylketonuria (PKU) Screening Program in Iran.MethodsIn this qualitative study, 38 health policymakers, managers, and PKU experts in Iran were purposively selected as the respondents in 2015. The semi-structured interview was used for collecting the required data and information. After transcription of interviews, their content was analyzed using framework analysis.ResultsThe results were categorized into five main themes and 22 subthemes. The main themes extracted from data were management challenges, diagnosis challenges, treatment challenges, care challenges, and patients’ family problems. Each category consisted of several subthemes.ConclusionConsidering the challenges of implementing this program, some measures such as increased stability of managers in the health system, greater interaction of the Ministry of Health and Medical Education with the heath stakeholders, improving the level of parents’ awareness, the use of efficient information systems, support and legal backing for requiring parents who refuse newborn screening for various reasons, and appropriate insurance coverage seem necessary to be taken.Keywords: Challenges, Phenylketonuria, Screening, Iran",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133027/,abstract
1017,10.1155/2017/2845173,28932251,"Go to:AbstractA UPLC-QTOF-MS based metabolomics research was conducted to explore potential biomarkers which would increase our understanding of the model and to assess the integral efficacy of Descurainia sophia seeds extract (DS-A). Additionally, DS-A was split into five fractions in descending order of polarity, which were utilized to illustrate the mechanism together. The 26 identified biomarkers were mainly related to disturbances in phenylalanine, tyrosine, tryptophan, purine, arginine, and proline metabolism. Furthermore, heat map, hierarchical cluster analysis (HCA), and correlation network diagram of biomarkers perturbed by modeling were all conducted. The results of heat map and HCA suggested that fat oil fraction could reverse the abnormal metabolism in the model to some extent; meanwhile the metabolic inhibitory effect produced by the other four fractions helped to relieve cardiac load and compensate the insufficient energy supplement induced by the existing heart and lung injury in model rats. Briefly, the split fractions interfered with the model from different aspects and ultimately constituted the overall effects of extract. In conclusion, the metabolomics method, combined with split fractions of extract, is a powerful approach for illustrating pathologic changes of Chinese medicine syndrome and action mechanisms of traditional Chinese medicine.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5592412/,abstract
1018,10.3390/jcm4030479,26239250,"Go to:AbstractThe application of biomarkers in medicine is evolving. Biomarkers do not only give us a better understanding of pathogenesis, but also increase treatment efficacy and safety, further enabling more precise clinical care. This paper focuses on the current use of biomarkers in atopic dermatitis, new developments and future perspectives. Biomarkers can be used for many different purposes, including the objective determination of disease severity, confirmation of clinical diagnosis, and to predict response to treatment. In atopic dermatitis, many biomarkers have been investigated as a marker for disease severity. Currently serum thymus and activation-regulated chemokine (TARC) is the superior biomarker for assessing disease severity. However, we have recently shown that the use of a panel of serum biomarkers is more suitable for assessing disease severity than an individual biomarker. In this overview, we will discuss alternative sources for biomarkers, such as saliva and capillary blood, which can increase the user friendliness of biomarkers in atopic dermatitis (AD). Both methods offer simple, non-invasive and cost effective alternatives to venous blood. This provides great translational and clinical potential. Biomarkers will play an increasingly important role in AD research and personalized medicine. The use of biomarkers will enhance the efficacy of AD treatment by facilitating the individualization of therapy targeting the patients’ specific biological signature and also by providing tools for predicting and monitoring of therapeutic response.Keywords: atopic dermatitis, eczema, biomarkers, disease severity, stratification, dried blood spots, saliva",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4470140/,abstract
1019,10.3390/nu7095390,26404369,"Go to:AbstractAdverse health consequences of consuming sugar-sweetened beverages are frequently cited as an example of market failure, justifying government intervention in the marketplace, usually in the form of taxation. However, declining sales of sugar-sweetened beverages in Australia and a corresponding increase in sales of drinks containing non-nutritive sweeteners, in the absence of significant government regulation, appear to reflect market forces at work. If so, the public health challenge in relation to sugar-sweetened beverages may have less to do with regulating the market and more to do with harnessing it. Contrary to assertions that consumers fail to appreciate the links between their choice of beverage and its health consequences, the health conscious consumer appears to be driving the changes taking place in the beverage market. With the capacity to meet consumer expectations for convenience and indulgence without unwanted kilojoules, drinks containing non-nutritive sweeteners enable the “small change” in health behaviour that individuals are willing to consider. Despite the low barriers involved in perpetuating the current trend of replacing sugar-sweetened beverages with drinks containing non-nutritive sweeteners, some public health advocates remain cautious about advocating this dietary change. In contrast, the barriers to taxation of sugar-sweetened beverages appear high.Keywords: sugar-sweetened beverages, trends, market failure, taxation, non-nutritive sweeteners, small changes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4586584/,abstract
1020,10.1111/bioe.12425,29442381,"Go to:AbstractNewborn screening (NBS) involves the collection of blood from the heel of a newborn baby and testing it for a list of rare and inheritable disorders. New biochemical screening technologies led to expansions of NBS programs in the first decade of the 21st century. It is expected that they will in time be replaced by genetic sequencing technologies. These developments have raised a lot of ethical debate. We reviewed the ethical literature on NBS, analyzed the issues and values that emerged, and paid particular interest to the type of impacts authors think NBS should have on the lives of children and their families. Our review shows that most authors keep their ethical reflection confined to policy decisions, about for instance (a) the purpose of the program, and (b) its voluntary or mandatory nature. While some authors show appreciation of how NBS information empowers parents to care for their (diseased) children, most authors consider these aspects to be ‘private’ and leave their evaluation up to parents themselves. While this division of moral labor fits with the liberal conviction to leave individuals free to decide how they want to live their private lives, it also silences the ethical debate about these issues. Given the present and future capacity of NBS to offer an abundance of health‐related information, we argue that there is good reason to develop a more substantive perspective to whether and how NBS can contribute to parents’ good care for children.Keywords: care, ethics, liberalism, newborn screening, technology",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5838405/,abstract
1021,10.6065/apem.2015.20.3.119,26512346,"Go to:AbstractThe main purpose of newborn screening is to diagnose genetic, metabolic, and other inherited disorders, at their earliest to start treatment before the clinical manifestations become evident. Understanding and tracing the biochemical data obtained from tandem mass spectrometry is vital for early diagnosis of metabolic diseases associated with such disorders. Accordingly, it is important to focus on the entire diagnostic process, including differential and confirmatory diagnostic options, and the major factors that influence the results of biochemical analysis. Compared to regular biochemical testing, this is a complex process carried out by a medical physician specialist. It is comprised of an integrated program requiring multidisciplinary approach such as, pediatric specialist, expert scientist, clinical laboratory technician, and nutritionist. Tandem mass spectrometry is a powerful tool to improve screening of newborns for diverse metabolic diseases. It is likely to be used to analyze other treatable disorders or significantly improve existing newborn tests to allow broad scale and precise testing. This new era of various screening programs, new treatments, and the availability of detection technology will prove to be beneficial for the future generations.Keywords: Tandem mass spectrometry, Inherited metabolic disease, Early diagnosis, Differential diagnosis, Newborn screening",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4623338/,abstract
1022,10.1038/ejhg.2015.271,26980105,"Go to:AbstractThis document of the European Society of Human Genetics contains recommendations regarding responsible implementation of expanded carrier screening. Carrier screening is defined here as the detection of carrier status of recessive diseases in couples or persons who do not have an a priori increased risk of being a carrier based on their or their partners' personal or family history. Expanded carrier screening offers carrier screening for multiple autosomal and X-linked recessive disorders, facilitated by new genetic testing technologies, and allows testing of individuals regardless of ancestry or geographic origin. Carrier screening aims to identify couples who have an increased risk of having an affected child in order to facilitate informed reproductive decision making. In previous decades, carrier screening was typically performed for one or few relatively common recessive disorders associated with significant morbidity, reduced life-expectancy and often because of a considerable higher carrier frequency in a specific population for certain diseases. New genetic testing technologies enable the expansion of screening to multiple conditions, genes or sequence variants. Expanded carrier screening panels that have been introduced to date have been advertised and offered to health care professionals and the public on a commercial basis. This document discusses the challenges that expanded carrier screening might pose in the context of the lessons learnt from decades of population-based carrier screening and in the context of existing screening criteria. It aims to contribute to the public and professional discussion and to arrive at better clinical and laboratory practice guidelines.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4867464/,abstract
1023,10.1186/s12955-017-0620-1,28274259,"Go to:AbstractBackgroundPhenylketonuria (PKU) is a rare genetic disorder caused by a defect in the metabolism of phenylalanine (PHE) resulting in elevated blood and brain PHE levels, and leading to cognitive, emotional, and psychosocial problems. The phenylketonuria – quality of life (PKU-QOL) questionnaire was the first self-administered disease-specific instrument developed to assess the impact of PKU and its treatment on the health-related quality of life (HRQL) of patients and their caregivers. Available in four versions (child, adolescent, adult and parent), the PKU-QOL was simultaneously developed and validated in seven countries [i.e., France, Germany, Italy, The Netherlands, Spain, Turkey and the United Kingdom (UK)]. The objectives of our study were to develop and linguistically validate the PKU-QOL questionnaire for use in the United States (US).MethodsThe UK versions served as a basis for the development of the US English PKU-QOL questionnaire. The linguistic validation process consisted of 4 steps: 1) adaptation of the UK versions into US English by a translator native of US English and living in the US; 2) a clinician review; 3) cognitive interviews with patients and caregivers to test the appropriateness, understandability and clarity of the US translations; and 4) two proof-readings.ResultsThe adaptation from UK to US English revealed the usual syntactic and idiomatic differences between the two languages, such as differences in: 1) Spelling, e.g., “dietician” (UK) vs. “dietitian” (US), or “mum” (UK) vs. “mom” (US); 2) Syntax or punctuation; and 3) Words/expressions use, e.g., “holidays” (UK) vs. “vacation” (US), or “biscuits” (UK) vs. “crackers” (US). The major issue was cultural, and consisted of using a different terminology to describe PKU treatment throughout the questionnaires. The clinician, with the patients and the caregivers, during the interviews suggested to replace “supplement and amino-acid mixture” or “supplements” with “medical formula.” This wording was later changed to “medical food” to be consistent with the terminology used in current US published guidelines.ConclusionsThe translation of the UK English PKU-QOL questionnaire into US English did not raise critical semantic and cultural issues. The PKU-QOL will be valuable for US healthcare providers in individualizing treatment and managing patients with PKU.Keywords: Phenylketonuria, PKU-QOL questionnaire, Health-related quality of life, Translation, Linguistic validation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5343404/,abstract
1024,10.2147/PROM.S146849,29263707,"Go to:AbstractBackgroundLight chain (AL) amyloidosis, a rare and life-threatening protein misfolding disorder, causes organ damage and severely impacts health-related quality of life (HRQoL). No patient-reported outcome (PRO) HRQoL measure has been validated for use in an AL amyloidosis patient population, leaving a gap for researchers conducting observational studies and clinical trials for drug development. The SF-36 Health Survey (SF-36) has been the most frequently used PRO in AL amyloidosis studies to date, and early qualitative validation studies support its use in this population. The aim of this study was to assess the psychometric properties of the SF-36 among patients with AL amyloidosis.MethodsData from community-based (n=341) and clinic-based (n=1,438) observational studies were used to document the psychometric properties of the SF-36 in this disease population. Reliability was estimated using internal consistency (Cronbach’s alpha) and test–retest reliability (intraclass correlation). Convergent validity, known-groups validity, and the ability to detect change were assessed with available criterion variables.ResultsScale reliability (Cronbach’s alpha ≥0.780 for all scores) and test–retest reliability (intraclass correlation coefficients ≥0.731 for all) were acceptable. Scale convergent validity was supported by strong correlations with conceptually related measures. Mean SF-36 scores varied by response to treatment (P<0.05 for all scores) and a self-reported measure of disease severity (P<0.001 for all scores). Data indicate that the SF-36 is sensitive to changes in other measures over time.ConclusionThis study provided clear and consistent evidence of the psychometric properties of the SF-36 in both community-based and clinic-based samples of patients with AL amyloidosis.Keywords: patient-reported outcomes, quality of life, psychometric properties",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5724409/,abstract
